school.id,school.name,reading.WB,reading.B,reading.At,reading.A,reading.male.WB,reading.male.B,reading.male.At,reading.male.A,reading.female.WB,reading.female.B,reading.female.At,reading.femaleA,reading.maori.WB,reading.maori.B,reading.maori.At,reading.maori.A,reading.pasifica.WB,reading.pasifica.B,reading.pasifica.At,reading.pasifica.A,writing.WB,writing.B,writing.At,writing.A,writing.male.WB,writing.male.B,writing.male.At,writing.male.A,writing.female.WB,writing.female.B,writing.female.At,writing.femaleA,writing.maori.WB,writing.maori.B,writing.maori.At,writing.maori.A,writing.pasifica.WB,writing.pasifica.B,writing.pasifica.At,writing.pasifica.A,math.WB,math.B,math.At,math.A,math.male.WB,math.male.B,math.male.At,math.male.A,math.female.WB,math.female.B,math.female.At,math.femaleA,math.maori.WB,math.maori.B,math.maori.At,math.maori.A,math.pasifica.WB,math.pasifica.B,math.pasifica.At,math.pasifica.A,X,school.name.y,decile.2007,tfea.2007,decile.2008,tfea.2008,decile.change,tfea.change,school.type,authority,local.authority,council,moe.office,electorate,name.discrepancy
1246,Churchill Park School,0,0.07,0.32,0.61,0,0.09,0.35,0.56,0,0.04,0.29,0.66,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.08,0.56,0.36,0.01,0.11,0.61,0.27,0,0.04,0.51,0.45,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.08,0.5,0.4,0.02,0.05,0.43,0.5,0.01,0.04,0.52,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,Churchill Park School,10,Z,10,Z,0,0,Full Primary,State,Auckland City,Auckland Region,Auckland South,Tamaki,0
1248,Clendon Park School,0.1734,0.1357,0.2563,0.4347,0.201,0.1709,0.2261,0.402,0.1371,0.1015,0.2893,0.4721,0.2235,0.1176,0.2706,0.3882,0.162,0.169,0.2394,0.4296,0.1373,0.2409,0.3866,0.2353,NA,NA,NA,NA,NA,NA,NA,NA,0.1173,0.2682,0.3855,0.2291,0.1515,0.2727,0.3333,0.2424,0.0668,0.3085,0.4987,0.126,0.0837,0.3251,0.4778,0.1133,0.0484,0.2903,0.5215,0.1398,0.0464,0.3179,0.5232,0.1125,0.0751,0.3052,0.4883,0.1314,NA,Clendon Park School,1,B,1,C,0,1,Contributing,State,Manukau City,Auckland Region,Auckland South,Manurewa,0
1249,Clevedon School,0.03,0.16,0.6,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.19,0.67,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.16,0.62,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clevedon School,10,Z,10,Z,0,0,Full Primary,State,Manukau City,Auckland Region,Auckland South,Clevedon,0
1251,Sir Edmund Hillary Collegiate Junior Sch,0.1136,0.2729,0.3599,0.2536,0.1659,0.3128,0.327,0.1943,0.0788,0.2118,0.3941,0.3153,0.1216,0.2973,0.3514,0.2297,0.1239,0.2566,0.3599,0.2596,0.1594,0.3889,0.3986,0.0531,0.218,0.4313,0.3175,0.0332,0.1084,0.3448,0.4729,0.0739,0.1622,0.2973,0.4189,0.1216,0.1682,0.4041,0.3864,0.0413,0.1473,0.3623,0.4034,0.087,0.1801,0.3744,0.3744,0.0711,0.1281,0.335,0.4335,0.1034,0.1351,0.3514,0.4459,0.0676,0.1594,0.3569,0.3923,0.0914,NA,Sir Edmund Hillary Collegiate Junior Sch,1,A,1,A,0,0,Contributing,State,Manukau City,Auckland Region,Auckland South,Manukau East,0
1254,Colwill School,0.1378,0.364,0.311,0.1872,0.1438,0.3836,0.3151,0.1575,0.1314,0.3431,0.3066,0.2189,0.1507,0.3973,0.3836,0.0684,0.2188,0.3646,0.2917,0.1249,0.1166,0.4134,0.4134,0.0565,0.089,0.5,0.3699,0.0411,0.146,0.3212,0.4599,0.073,0.1644,0.3836,0.4247,0.0273,0.1667,0.3958,0.3646,0.0729,0.1272,0.2544,0.4382,0.1802,0.1027,0.2329,0.4795,0.1849,0.1533,0.2774,0.3942,0.1751,0.137,0.274,0.4658,0.1232,0.1458,0.3021,0.5,0.0521,NA,Colwill School,4,K,4,K,0,0,Full Primary,State,Waitakere City,Auckland Region,Auckland North,Helensville,0
1255,Conifer Grove School,0.1331,0.1976,0.3024,0.3669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106,0.2557,0.447,0.1913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Conifer Grove School,8,P,7,O,-1,-1,Full Primary,State,Papakura District,Auckland Region,Auckland South,Clevedon,0
1256,Cornwall Park District School,0.031,0.2,0.241,0.528,0.045,0.215,0.272,0.468,0.015,0.181,0.204,0.6,0.042,0.333,0.208,0.417,0.118,0.353,0.294,0.235,0.032,0.411,0.38,0.177,0.044,0.494,0.339,0.123,0.015,0.313,0.43,0.242,0,0.458,0.375,0.167,0,0.588,0.294,0.118,0.012,0.14,0.555,0.293,0.019,0.141,0.461,0.379,0.004,0.138,0.668,0.19,0,0.417,0.583,0,0.177,0.176,0.529,0.118,NA,Cornwall Park School,9,Q,10,Z,1,1,Contributing,State,Auckland City,Auckland Region,Auckland South,Epsom,1
1258,Dairy Flat School,0.02,0.11,0.47,0.4,0.03,0.14,0.52,0.31,0,0.05,0.4,0.55,0.08,0.08,0.34,0.5,NA,NA,NA,NA,0.04,0.11,0.47,0.38,0.06,0.13,0.49,0.32,0,0.07,0.43,0.5,0.08,0.08,0.34,0.5,NA,NA,NA,NA,0.02,0.14,0.53,0.31,0.02,0.15,0.55,0.28,0.03,0.12,0.51,0.34,0,0.25,0.42,0.33,NA,NA,NA,NA,NA,Dairy Flat School,10,Z,10,Z,0,0,Full Primary,State,Rodney District,Auckland Region,Auckland North,Rodney,0
1260,Devonport School,0,0.06,0.4,0.54,0,0.06,0.44,0.5,0,0.065,0.35,0.585,0,0,0.35,0.65,NA,NA,NA,NA,0,0.04,0.62,0.34,0,0.05,0.7,0.25,0,0.03,0.52,0.45,0,0,0.33,0.67,NA,NA,NA,NA,0,0.05,0.55,0.4,0,0.05,0.48,0.47,0,0.05,0.64,0.31,0,0,0.33,0.67,NA,NA,NA,NA,NA,Devonport School,10,Z,10,Z,0,0,Contributing,State,North Shore City,Auckland Region,Auckland North,North Shore,0
1261,Dominion Road School,0.0897,0.1138,0.5828,0.2138,0.0903,0.1806,0.5613,0.1677,0.0889,0.037,0.6074,0.2667,NA,NA,NA,NA,0.098,0.1373,0.598,0.1667,0.0793,0.1138,0.6172,0.1897,0.1226,0.0903,0.5871,0.2,0.0296,0.1407,0.6519,0.1778,NA,NA,NA,NA,0.0882,0.1471,0.598,0.1667,0.1207,0.1862,0.5862,0.1069,0.0517,0.0774,0.7935,0.0774,0.2001,0.3111,0.3481,0.1407,NA,NA,NA,NA,0.1019,0.1296,0.5463,0.2222,NA,Dominion Road School,3,H,3,G,0,-1,Contributing,State,Auckland City,Auckland Region,Auckland South,Mt Roskill,0
1262,Don Buck School,0.195,0.295,0.295,0.215,0.206,0.299,0.268,0.227,0.184,0.292,0.32,0.204,0.176,0.275,0.314,0.235,0.236,0.371,0.27,0.123,0.096,0.384,0.394,0.126,0.105,0.389,0.411,0.095,0.097,0.369,0.379,0.155,0.073,0.436,0.382,0.109,0.09,0.438,0.382,0.09,0.02,0.397,0.447,0.136,0.031,0.371,0.464,0.134,0.01,0.422,0.431,0.137,0.018,0.364,0.473,0.145,0.034,0.455,0.443,0.068,NA,Don Buck School,3,H,3,G,0,-1,Full Primary,State,Waitakere City,Auckland Region,Auckland North,Waitakere,0
1263,Drury School,0.025,0.132,0.455,0.388,0.03,0.19,0.51,0.27,0.02,0.06,0.39,0.53,0.05,0.2,0.59,0.16,0,0,1,0,0.03,0.27,0.51,0.19,0.05,0.3,0.61,0.04,0.006,0.239,0.392,0.363,0.07,0.43,0.47,0.03,0,0.25,0.75,0,0.04,0.21,0.53,0.22,0.06,0.22,0.51,0.21,0.02,0.19,0.56,0.23,0.087,0.224,0.586,0.103,0,0.25,0.75,0,NA,Drury School,8,P,8,P,0,0,Full Primary,State,Papakura District,Auckland Region,Auckland South,Port Waikato,0
1264,East Tamaki School,0.13,0.18,0.44,0.25,0.19,0.18,0.41,0.22,0.06,0.17,0.48,0.29,0.11,0.23,0.44,0.22,0.14,0.16,0.44,0.26,0.15,0.26,0.42,0.18,0.19,0.25,0.43,0.13,0.08,0.26,0.41,0.25,0.14,0.28,0.48,0.1,0.14,0.25,0.4,0.21,0.14,0.29,0.52,0.05,0.15,0.3,0.47,0.08,0.13,0.25,0.6,0.02,0.11,0.32,0.49,0.07,0.14,0.28,0.53,0.05,NA,East Tamaki School,1,A,1,A,0,0,Contributing,State,Manukau City,Auckland Region,Auckland South,Manukau East,0
1266,Edmonton School,0.0619,0.1082,0.4742,0.3557,0.0722,0.1237,0.4639,0.3402,0.0515,0.0928,0.4845,0.3711,0.0227,0.1591,0.4318,0.3864,0.0926,0.1296,0.5556,0.2222,0.049,0.2745,0.5441,0.1324,0.0632,0.2737,0.5579,0.1053,0.037,0.2685,0.537,0.1574,0.0233,0.4186,0.3721,0.186,0.0652,0.1957,0.6087,0.1304,0.0207,0.0984,0.5648,0.3161,0.0208,0.0938,0.6146,0.2708,0.0206,0.0825,0.5464,0.3505,0.0233,0.1628,0.5814,0.2326,0.0377,0.1321,0.5849,0.2453,NA,Edmonton School,5,M,4,L,-1,-1,Contributing,State,Waitakere City,Auckland Region,Auckland North,Te Atatu,0
1267,Edmund Hillary School,0.3008,0.1955,0.3985,0.1052,0.3175,0.1745,0.381,0.127,0.2031,0.25,0.4531,0.0938,0.2714,0.2,0.4429,0.0857,0.2456,0.2281,0.386,0.1403,0.5639,0.1353,0.1955,0.1053,0.6508,0.1111,0.1587,0.0794,0.4531,0.1719,0.2344,0.1406,0.5714,0.1143,0.2286,0.0857,0.5263,0.1754,0.1579,0.1404,0.3233,0.3083,0.3008,0.0676,0.2381,0.3968,0.3016,0.0635,0.3438,0.3281,0.2656,0.0625,0.2429,0.4429,0.2571,0.0571,0.3509,0.2632,0.3158,0.0701,NA,Edmund Hillary School,1,A,1,A,0,0,Full Primary,State,Papakura District,Auckland Region,Auckland South,Clevedon,0
1269,Elm Park School,0.04,0.18,0.31,0.47,0.04,0.2,0.34,0.42,0.04,0.14,0.28,0.54,0.11,0.12,0.34,0.42,0.14,0.14,0.25,0.47,0.068,0.268,0.462,0.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0.1,0.75,0.14,0.02,0.09,0.7,0.19,0.01,0.1,0.79,0.1,0,0.15,0.79,0.07,0.07,0.09,0.79,0.05,NA,Elm Park School,7,O,6,N,-1,-1,Contributing,State,Manukau City,Auckland Region,Auckland South,Pakuranga,0
1272,Farm Cove Intermediate,0.0326,0.1793,0.6178,0.1703,0.0451,0.2222,0.5903,0.1424,0.0189,0.1326,0.6477,0.2008,0.0189,0.283,0.6981,0,0.0417,0.2083,0.7083,0.0417,0.0456,0.2737,0.5839,0.0967,0.0737,0.3088,0.5509,0.0666,0.0152,0.2357,0.6198,0.1293,0.0189,0.3962,0.5849,0,0.0417,0.2917,0.625,0.0417,0.0182,0.1636,0.6309,0.1873,0.0175,0.1608,0.5944,0.2273,0.0077,0.1686,0.6782,0.1455,0.0189,0.2642,0.6604,0.0565,0,0.3333,0.625,0.0417,NA,Farm Cove Intermediate,9,Q,8,P,-1,-1,Intermediate,State,Manukau City,Auckland Region,Auckland South,Pakuranga,0
1273,Favona School,0.0384,0.3069,0.4962,0.1585,0.0279,0.3296,0.5028,0.1397,0.0253,0.2215,0.538,0.2152,0.0546,0.2727,0.4727,0.2,0.0217,0.2987,0.5238,0.1558,0.0711,0.4344,0.4399,0.0546,0.0833,0.4944,0.4056,0.0167,0.0313,0.3188,0.55,0.0999,0.0715,0.5,0.3571,0.0714,0.0581,0.3942,0.4855,0.0622,0.0449,0.2419,0.596,0.1172,0.0451,0.2117,0.6171,0.1261,0.0281,0.2865,0.6124,0.073,0.0746,0.1493,0.6716,0.1045,0.0335,0.4247,0.4649,0.0769,NA,Favona School,1,C,1,C,0,0,Contributing,State,Manukau City,Auckland Region,Auckland South,Mangere,0
1277,Flat Bush School,0.1484,0.1133,0.43,0.3083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0817,0.1583,0.515,0.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0883,0.2667,0.51,0.135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Flat Bush School,1,A,1,A,0,0,Contributing,State,Manukau City,Auckland Region,Auckland South,Manukau East,0
1278,Forrest Hill School,0.0326,0.1279,0.6395,0.2,0.0482,0.1667,0.6272,0.1579,0.0153,0.0816,0.6837,0.2194,0.1112,0.4444,0.4444,0,NA,NA,NA,NA,0.0399,0.1854,0.6432,0.1315,0.0673,0.2646,0.6009,0.0672,0.0103,0.0872,0.7231,0.1794,0.125,0.125,0.75,0,NA,NA,NA,NA,0.0142,0.1209,0.7133,0.1516,0.0212,0.1441,0.6525,0.1822,0.0053,0.1053,0.7579,0.1315,0.1111,0,0.8889,0,NA,NA,NA,NA,NA,Forrest Hill School,8,P,9,Q,1,1,Contributing,State,North Shore City,Auckland Region,Auckland North,North Shore,0
1279,Freemans Bay School,0.022,0.071,0.115,0.792,0.036,0.072,0.158,0.734,0.009,0.074,0.074,0.843,0,0.053,0.158,0.789,0,0.059,0.294,0.647,0.077,0.313,0.411,0.199,0.099,0.348,0.397,0.156,0.053,0.275,0.428,0.244,0.056,0.389,0.389,0.166,0.118,0.471,0.323,0.088,0.014,0.186,0.36,0.44,0.007,0.184,0.362,0.447,0.022,0.188,0.355,0.435,0,0.238,0.381,0.381,0.057,0.429,0.228,0.286,NA,Freemans Bay School,8,P,6,N,-2,-2,Contributing,State,Auckland City,Auckland Region,Auckland South,Auckland Central,0
1280,Freyberg Community School,0.0327,0.1667,0.3333,0.4673,0.0496,0.2199,0.2979,0.4326,0.0287,0.1264,0.3621,0.4828,0.0618,0.1728,0.321,0.4444,0.0714,0.25,0.375,0.3036,0.049,0.2876,0.6013,0.0621,0.0845,0.3803,0.4789,0.0563,0.0288,0.2241,0.6724,0.0747,0.0865,0.358,0.5185,0.037,0.0714,0.3571,0.5179,0.0536,0.0393,0.2124,0.598,0.1503,0.0563,0.1761,0.5634,0.2042,0.0402,0.2414,0.6149,0.1034,0.0617,0.2593,0.5556,0.1235,0.0714,0.2858,0.5714,0.0714,NA,Freyberg Community School,6,N,6,N,0,0,Contributing,State,Waitakere City,Auckland Region,Auckland North,Te Atatu,0
1283,Glamorgan School,0.0106,0.1319,0.5383,0.3191,0.0128,0.1752,0.5,0.312,0.0085,0.089,0.5763,0.3263,0.0238,0.1429,0.5476,0.2857,NA,NA,NA,NA,0.0277,0.2043,0.7,0.068,0.0342,0.2607,0.6496,0.0555,0.0212,0.1483,0.75,0.0805,0.0476,0.2381,0.6905,0.0238,NA,NA,NA,NA,0.017,0.1277,0.7043,0.1511,0.0299,0.1154,0.6752,0.1795,0.0042,0.1398,0.7331,0.1229,0.0476,0.119,0.7143,0.119,NA,NA,NA,NA,NA,Glamorgan School,10,Z,10,Z,0,0,Contributing,State,North Shore City,Auckland Region,Auckland North,East Coast Bays,0
1284,Glen Eden Intermediate,0,0.1429,0.8571,0,0,0.1975,0.8025,0,0,0.0747,0.9253,0,0,0.2168,0.7832,0,0,0.2004,0.7996,0,0,0.2649,0.7351,0,0,0.3941,0.6059,0,0,0.2092,0.7908,0,0,0.3559,0.6441,0,0,0.3383,0.6617,0,0,0.2443,0.7557,0,0,0.2768,0.7232,0,0,0.2489,0.7511,0,0,0.2863,0.7137,0,0,0.3639,0.6361,0,NA,Glen Eden Intermediate,8,P,8,P,0,0,Intermediate,State,Waitakere City,Auckland Region,Auckland North,Waitakere,0
1287,Glen Innes School,0.22,0.35,0.23,0.2,0.3,0.37,0.2,0.13,0.13,0.33,0.27,0.27,0.09,0.41,0.41,0.09,0.45,0.32,0.2,0.03,0.47,0.25,0.23,0.05,0.6,0.27,0.13,0,0.33,0.24,0.33,0.1,0.17,0.25,0.5,0.08,0.59,0.24,0.17,0,0.08,0.33,0.49,0.1,0.06,0.42,0.45,0.06,0.09,0.25,0.53,0.13,0.08,0.15,0.69,0.08,0.09,0.38,0.47,0.07,NA,Glen Innes School,1,A,1,A,0,0,Contributing,State,Auckland City,Auckland Region,Auckland South,Tamaki,0
1289,Glen Taylor School,0.0512,0.3788,0.4949,0.0751,0.0574,0.5082,0.3689,0.0656,0.048,0.28,0.64,0.032,0.0563,0.3662,0.5493,0.0282,0.0511,0.4034,0.4886,0.0568,0.0506,0.4621,0.4368,0.0505,0.0827,0.562,0.314,0.0413,0.0364,0.3909,0.5545,0.0182,0.0893,0.4464,0.4643,0,0.0515,0.4914,0.4171,0.04,0.0273,0.3857,0.4744,0.1126,0.0388,0.4264,0.3643,0.1705,0.0551,0.378,0.5118,0.0551,0.0548,0.3836,0.5342,0.0274,0.0435,0.3913,0.413,0.1522,NA,Glen Taylor School,1,A,1,A,0,0,Full Primary,State,Auckland City,Auckland Region,Auckland South,Tamaki,0
1291,Glenbrae Primary School,0.0867,0.3858,0.1732,0.3543,NA,NA,NA,NA,NA,NA,NA,NA,0.1112,0.4074,0.1481,0.3333,0.0833,0.3854,0.1771,0.3542,0.1832,0.3359,0.2366,0.2443,0.1449,0.3768,0.2464,0.2319,0.2258,0.2903,0.2258,0.2581,0.1786,0.5357,0.1071,0.1786,0.1939,0.2857,0.2755,0.2449,0.1833,0.2748,0.3053,0.2366,NA,NA,NA,NA,NA,NA,NA,NA,0.1429,0.2857,0.3571,0.2143,0.2021,0.2727,0.2929,0.2323,NA,Glenbrae Primary School,1,A,1,A,0,0,Contributing,State,Auckland City,Auckland Region,Auckland South,Tamaki,0
1294,Glendowie School,0.0215,0.1488,0.5061,0.3236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0307,0.1273,0.6595,0.1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0246,0.1262,0.5938,0.2554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Glendowie School,7,O,9,Q,2,2,Full Primary,State,Auckland City,Auckland Region,Auckland South,Tamaki,0
1295,Glenfield Intermediate,0.08,0.19,0.58,0.15,0.08,0.27,0.54,0.11,0.095,0.105,0.62,0.18,0.08,0.19,0.63,0.1,0.09,0.35,0.52,0.04,0.14,0.3,0.51,0.05,0.17,0.36,0.44,0.03,0.09,0.24,0.58,0.09,0.12,0.35,0.49,0.04,0.3,0.3,0.4,0,0.05,0.24,0.6,0.12,0.06,0.24,0.58,0.12,0.03,0.23,0.63,0.11,0.09,0.17,0.7,0.04,0.04,0.39,0.52,0.04,NA,Glenfield Intermediate,8,P,6,N,-2,-2,Intermediate,State,North Shore City,Auckland Region,Auckland North,East Coast Bays,0
1298,Green Bay Primary School,0.0709,0.1273,0.3633,0.4386,0.0715,0.1449,0.3986,0.385,0.0729,0.1078,0.3266,0.4928,0.139,0.143,0.477,0.241,0.045,0.269,0.326,0.36,0.1219,0.2005,0.4748,0.2029,0.1508,0.2556,0.4441,0.1495,0.0891,0.1323,0.5196,0.259,0.128,0.289,0.482,0.101,0.167,0.246,0.327,0.26,0.0949,0.177,0.4749,0.2529,0.1131,0.148,0.4354,0.3035,0.0706,0.214,0.517,0.1984,0.125,0.223,0.54,0.112,0.108,0.123,0.464,0.305,NA,Green Bay Primary School,8,P,7,O,-1,-1,Full Primary,State,Waitakere City,Auckland Region,Auckland North,New Lynn,0
1301,Grey Lynn School,0.0394,0.133,0.3892,0.4384,0.0215,0.172,0.3871,0.4194,0.0275,0.1193,0.3945,0.4587,0,0.1538,0.3846,0.4615,0.0652,0.2391,0.4783,0.2174,0.0335,0.1722,0.6172,0.177,0.0594,0.2475,0.5743,0.1188,0.0093,0.1019,0.6574,0.2315,0.0769,0.2308,0.5385,0.1538,0.0652,0.2826,0.5652,0.087,0.005,0.0693,0.604,0.3218,0.0108,0.0753,0.4624,0.4515,0,0.0667,0.7143,0.219,0,0.2308,0.4615,0.3077,0.0652,0.087,0.6087,0.2391,NA,Grey Lynn School,5,M,7,O,2,2,Contributing,State,Auckland City,Auckland Region,Auckland South,Auckland Central,0
1302,Halsey Drive School,0.0449,0.1326,0.2157,0.6067,0.0558,0.1488,0.2093,0.586,0.0348,0.1174,0.2217,0.6261,0.2222,0,0.6667,0.1111,0.1429,0,0.5714,0.2857,0.0225,0.1506,0.5303,0.2966,0.035,0.1703,0.4978,0.2969,0.0093,0.1296,0.5648,0.2963,0.2222,0,0.6667,0.1111,0.1429,0,0.5714,0.2857,0.0225,0.1618,0.5034,0.3124,0.0131,0.1529,0.5284,0.3057,0.0324,0.1713,0.4769,0.3194,0.2222,0,0.6667,0.1111,0.1429,0,0.5714,0.2857,NA,Halsey Drive School,8,P,9,Q,1,1,Contributing,State,Auckland City,Auckland Region,Auckland South,New Lynn,0
1305,Hay Park School,0.084,0.194,0.458,0.264,0.084,0.242,0.361,0.313,0.08,0.13,0.59,0.2,0,0,0.86,0.14,0.062,0.159,0.513,0.266,0.125,0.208,0.417,0.25,0.132,0.193,0.482,0.193,0.11,0.23,0.33,0.33,0,0.143,0.571,0.286,0.106,0.204,0.504,0.186,0.05,0.184,0.575,0.191,0.062,0.173,0.592,0.173,0.03,0.2,0.55,0.22,0,0,0.71,0.29,0.06,0.18,0.58,0.18,NA,Hay Park School,1,C,2,F,1,3,Contributing,State,Auckland City,Auckland Region,Auckland South,Mt Roskill,0
1306,Helensville School,0.06,0.16,0.56,0.22,0.09,0.18,0.53,0.2,0.05,0.13,0.57,0.25,0.13,0.24,0.52,0.11,0.15,0.1,0.65,0.1,0.07,0.27,0.56,0.1,0.1,0.34,0.5,0.06,0.03,0.2,0.62,0.15,0.1,0.37,0.47,0.06,0.15,0.3,0.55,0,0.07,0.31,0.56,0.06,0.08,0.29,0.57,0.06,0.06,0.34,0.55,0.05,0.105,0.418,0.442,0.035,0.15,0.2,0.65,0,NA,Helensville School,5,M,5,M,0,0,Full Primary,State,Rodney District,Auckland Region,Auckland North,Helensville,0
1309,Henderson School,0.1366,0.2112,0.2919,0.3602,0.1899,0.1266,0.2911,0.3924,0.0952,0.2222,0.3333,0.3492,0.2188,0.25,0.1563,0.375,0.1343,0.194,0.3582,0.3134,0.2611,0.3722,0.2778,0.0889,0.2727,0.4091,0.2455,0.0727,0.2353,0.3235,0.3235,0.1176,0.3438,0.2188,0.3438,0.0938,0.2192,0.4658,0.2603,0.0548,0.0235,0.1824,0.4647,0.3294,0.0192,0.125,0.5192,0.3365,0.0303,0.2727,0.3788,0.3182,0,0.25,0.3333,0.4167,0.0278,0.1528,0.5556,0.2639,NA,Henderson School,3,H,3,H,0,0,Contributing,State,Waitakere City,Auckland Region,Auckland North,Te Atatu,0
1312,Hillpark School,0.1301,0.1918,0.2808,0.3973,0.1705,0.2074,0.212,0.4101,0.0985,0.1872,0.2217,0.4926,0.0882,0.1961,0.2941,0.4216,0.1944,0.2361,0.4167,0.1528,0.0479,0.2671,0.3653,0.3196,0.0515,0.2876,0.3348,0.3262,0.0144,0.2392,0.378,0.3684,0.0286,0.2095,0.3143,0.4476,0.0755,0.3585,0.2075,0.3585,0.0408,0.2177,0.4014,0.3401,0.0448,0.2018,0.3677,0.3857,0.0315,0.2703,0.473,0.2252,0.0255,0.3305,0.3898,0.2542,0.0779,0.2857,0.4156,0.2208,NA,Hillpark School,8,P,6,N,-2,-2,Contributing,State,Manukau City,Auckland Region,Auckland South,Manurewa,0
1313,Hillsborough School,0.0577,0.1593,0.3187,0.4643,0.082,0.1967,0.3005,0.4208,0.0331,0.1215,0.337,0.5083,0.0645,0.129,0.3871,0.4194,0.1379,0.2414,0.3793,0.2414,0.0412,0.2143,0.5742,0.1703,0.0765,0.2896,0.5191,0.1148,0.0055,0.1381,0.6298,0.2265,0.0968,0.2581,0.5484,0.0968,0.1034,0.2069,0.6207,0.069,0.0302,0.1566,0.5165,0.2967,0.0492,0.1585,0.4863,0.306,0.011,0.1547,0.547,0.2873,0.0323,0.1935,0.6452,0.129,0.069,0.4483,0.4138,0.069,NA,Hillsborough School,9,Q,9,Q,0,0,Contributing,State,Auckland City,Auckland Region,Auckland South,Mt Roskill,0
1314,Hobsonville School,0.0178,0.1456,0.4387,0.3979,0.0377,0.1799,0.4351,0.3473,0.0042,0.1186,0.4407,0.4364,0,0.1111,0.6667,0.2222,0,0.5,0,0.5,0.0162,0.1817,0.554,0.2482,0.0333,0.3125,0.475,0.1792,0,0.069,0.6293,0.3017,0.1111,0.2222,0.6667,0,0,0,0,1,0.0173,0.1213,0.5009,0.3605,0.032,0.12,0.464,0.384,0.0084,0.125,0.5583,0.3083,0.0909,0.0909,0.5455,0.2727,0,0,0,1,NA,Hobsonville School,10,Z,9,Q,-1,-1,Full Primary,State,Waitakere City,Auckland Region,Auckland North,Helensville,0
1315,Holy Cross School (Papatoetoe),0.04,0.06,0.33,0.57,0.04,0.08,0.37,0.51,0.04,0.05,0.29,0.62,0.09,0.07,0.31,0.53,0.05,0.07,0.36,0.52,0.04,0.15,0.49,0.32,0.04,0.18,0.5,0.29,0.03,0.13,0.48,0.35,0.11,0.16,0.36,0.37,0.04,0.16,0.39,0.41,0.03,0.13,0.41,0.43,0.03,0.11,0.39,0.46,0.03,0.15,0.42,0.41,0.02,0.18,0.4,0.4,0.03,0.16,0.42,0.39,NA,Holy Cross School (Papatoetoe),3,G,2,F,-1,-1,Full Primary,State Integrated,Manukau City,Auckland Region,Auckland South,Manukau East,0
1317,Homai School,0.0407,0.2442,0.5233,0.1919,0.0455,0.2841,0.5341,0.1364,0.0357,0.2024,0.5119,0.25,0.0588,0.3137,0.5294,0.098,0.0353,0.2471,0.5059,0.2118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0825,0.3544,0.4757,0.0874,0.098,0.4216,0.451,0.0294,0.111,0.25,0.5278,0.1111,0.0641,0.4615,0.4231,0.0513,0.1386,0.4158,0.3762,0.0693,NA,Homai School,2,E,2,E,0,0,Contributing,State,Manukau City,Auckland Region,Auckland South,Manurewa,0
1319,Howick Primary School,0.06,0.12,0.45,0.37,0.088,0.157,0.429,0.326,0.033,0.081,0.48,0.406,0.15,0.16,0.32,0.37,0,0.28,0.28,0.44,0.08,0.12,0.59,0.21,0.118,0.145,0.612,0.125,0.032,0.087,0.571,0.31,0.1,0.1,0.65,0.15,0,0,0.71,0.29,0.06,0.157,0.543,0.24,0.074,0.195,0.47,0.261,0.048,0.112,0.632,0.208,0.105,0.105,0.526,0.264,0,0,0.86,0.14,NA,Howick Primary School,8,P,8,P,0,0,Contributing,State,Manukau City,Auckland Region,Auckland South,Pakuranga,0
